#Gumbel
#Console: python /galaxy/home/delphinel/miniconda3/envs/tnseq/bin/transit gumbel bedgraphs_no_mismatch/joined/tuf_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289505_both.tab NCTC8325.prot_table transit_no_mismatch/no_norm_sum_all_both.tab -s 20000 -b 1000 -r Mean --no-norm
#Data: bedgraphs_no_mismatch/joined/tuf_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289492_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289493_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289494_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289495_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289496_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289497_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289498_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289499_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289500_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289501_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289502_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289503_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289504_both.tab,bedgraphs_no_mismatch/joined/tuf_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/cap_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/pen_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/blunt_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/erm_SRR6289505_both.tab,bedgraphs_no_mismatch/joined/dual_SRR6289505_both.tab
#Annotation path: NCTC8325.prot_table
#FDR Corrected thresholds: 0.992050, 0.069650
#MH Acceptance-Rate:	40.55%
#Total Iterations Performed:	20999
#Sample Size:	20000
#phi estimate:	0.422270
#Time: 786.369734049
#Orf	Name	Desc	k	n	r	s	zbar	Call
SAOUHSC_00001	dnaA	binds to the dnaA-box as an ATP-bound complex at the origin of replication during the initiation of chromosomal replication%3B can also affect transcription of multiple genes including itself.	4	113	104	1206	1.000000	E
SAOUHSC_00002	SAOUHSC_00002	binds the polymerase to DNA and acts as a sliding clamp	2	96	94	1102	1.000000	E
SAOUHSC_00003	SAOUHSC_00003	conserved hypothetical protein	3	17	10	140	0.083300	U
SAOUHSC_00004	recF	Required for DNA replication%3B binds preferentially to single-stranded%2C linear DNA	15	105	17	182	0.001250	NE
SAOUHSC_00005	SAOUHSC_00005	DNA gyrase%2C B subunit	2	159	113	1420	0.999850	E
SAOUHSC_00006	SAOUHSC_00006	DNA gyrase%2C A subunit	8	219	174	2014	1.000000	E
SAOUHSC_00007	SAOUHSC_00007	conserved hypothetical protein	26	59	8	104	0.000000	NE
SAOUHSC_00008	SAOUHSC_00008	catalyzes the degradation of histidine to urocanate and ammmonia	63	128	5	68	0.000000	NE
SAOUHSC_00009	SAOUHSC_00009	catalyzes a two-step reaction%2C first charging a serine molecule by linking its carboxyl group to the alpha-phosphate of ATP%2C followed by transfer of the aminoacyl-adenylate to its tRNA	3	104	51	621	1.000000	E
SAOUHSC_00010	SAOUHSC_00010	conserved hypothetical protein	41	66	4	35	0.000000	NE
SAOUHSC_00012	SAOUHSC_00012	conserved hypothetical protein	20	36	5	26	0.000000	NE
SAOUHSC_00013	SAOUHSC_00013	conserved hypothetical protein	46	87	4	24	0.000000	NE
SAOUHSC_00014	SAOUHSC_00014	conserved hypothetical protein	57	99	8	84	0.000000	NE
SAOUHSC_00015	SAOUHSC_00015	conserved hypothetical protein	16	163	38	414	0.999950	E
SAOUHSC_00017	rplI	in Escherichia coli this protein is wrapped around the base of the L1 stalk	12	41	11	140	0.000050	NE
SAOUHSC_00018	SAOUHSC_00018	replicative DNA helicase	3	112	83	1001	1.000000	E
SAOUHSC_00019	SAOUHSC_00019	catalyzes the formation of N6-(1%2C2%2C-dicarboxyethyl)-AMP from L-aspartate%2C inosine monophosphate and GTP in AMP biosynthesis	63	116	7	78	0.000000	NE
SAOUHSC_00020	SAOUHSC_00020	two-component response regulator%2C putative	0	61	61	696	0.999950	E
SAOUHSC_00021	SAOUHSC_00021	sensory box histidine kinase VicK%2C putative	0	169	169	1816	0.995650	E
SAOUHSC_00022	SAOUHSC_00022	conserved hypothetical protein	66	107	4	32	0.000000	NE
SAOUHSC_00023	SAOUHSC_00023	conserved hypothetical protein	36	73	5	51	0.000000	NE
SAOUHSC_00024	SAOUHSC_00024	conserved hypothetical protein	33	74	7	98	0.000000	NE
SAOUHSC_00025	SAOUHSC_00025	conserved hypothetical protein	93	185	6	77	0.000000	NE
SAOUHSC_00026	SAOUHSC_00026	conserved hypothetical protein	13	28	4	41	0.000000	NE
SAOUHSC_00027	SAOUHSC_00027	SPOUT methyltransferase family protein%3B crystal structure shows homodimer%3B in Escherichia coli this protein methylates pseudouridine at position 1915 of the 23S ribosomal RNA	10	29	4	41	0.000000	NE
SAOUHSC_00028	SAOUHSC_00028	-	10	17	4	24	-1.000000	S
SAOUHSC_00029	SAOUHSC_00029	conserved hypothetical protein	4	9	3	21	-1.000000	S
SAOUHSC_00030	SAOUHSC_00030	conserved hypothetical protein	157	221	5	20	0.000000	NE
SAOUHSC_00031	SAOUHSC_00031	conserved hypothetical protein	15	28	5	53	0.000000	NE
SAOUHSC_00032	SAOUHSC_00032	conserved hypothetical protein	11	16	2	8	-1.000000	S
SAOUHSC_00033	SAOUHSC_00033	conserved hypothetical protein	75	102	2	17	0.000200	NE
SAOUHSC_00034	SAOUHSC_00034	conserved hypothetical protein	10	25	4	25	0.000000	NE
SAOUHSC_00035	SAOUHSC_00035	conserved hypothetical protein	61	102	5	53	0.000000	NE
SAOUHSC_00036	SAOUHSC_00036	conserved hypothetical protein	66	125	4	23	0.000000	NE
SAOUHSC_00037	SAOUHSC_00037	conserved hypothetical protein	90	137	7	53	0.000000	NE
SAOUHSC_00038	SAOUHSC_00038	conserved hypothetical protein	6	9	1	2	-1.000000	S
SAOUHSC_00039	SAOUHSC_00039	conserved hypothetical protein	28	62	9	105	0.000000	NE
SAOUHSC_00040	SAOUHSC_00040	conserved hypothetical protein	13	26	3	17	0.000000	NE
SAOUHSC_00041	SAOUHSC_00041	conserved hypothetical protein	15	29	2	28	0.000000	NE
SAOUHSC_00042	SAOUHSC_00042	conserved hypothetical protein	95	145	4	22	0.000000	NE
SAOUHSC_00043	SAOUHSC_00043	conserved hypothetical protein	26	49	5	59	0.000000	NE
SAOUHSC_00044	SAOUHSC_00044	conserved hypothetical protein	61	101	5	38	0.000000	NE
SAOUHSC_00045	SAOUHSC_00045	conserved hypothetical protein	39	62	4	34	0.000000	NE
SAOUHSC_00046	SAOUHSC_00046	conserved hypothetical protein	63	96	5	26	0.000000	NE
SAOUHSC_00047	SAOUHSC_00047	conserved hypothetical protein	40	72	4	42	0.000000	NE
SAOUHSC_00049	SAOUHSC_00049	conserved hypothetical protein	188	289	5	51	0.000000	NE
SAOUHSC_00050	SAOUHSC_00050	conserved hypothetical protein	28	46	4	34	0.000000	NE
SAOUHSC_00051	SAOUHSC_00051	1-phosphatidylinositol phosphodiesterase precursor%2C putative	54	96	5	32	0.000000	NE
SAOUHSC_00052	SAOUHSC_00052	conserved hypothetical protein	54	84	4	65	0.000000	NE
SAOUHSC_00053	SAOUHSC_00053	conserved hypothetical protein	52	81	5	30	0.000000	NE
SAOUHSC_00054	SAOUHSC_00054	conserved hypothetical protein	49	74	4	35	0.000000	NE
SAOUHSC_00055	SAOUHSC_00055	conserved hypothetical protein	48	79	5	30	0.000000	NE
SAOUHSC_00056	SAOUHSC_00056	conserved hypothetical protein	113	179	5	97	0.000000	NE
SAOUHSC_00057	SAOUHSC_00057	conserved hypothetical protein	51	84	4	52	0.000000	NE
SAOUHSC_00058	SAOUHSC_00058	conserved hypothetical protein	78	129	4	24	0.000000	NE
SAOUHSC_00060	SAOUHSC_00060	conserved hypothetical protein	79	140	4	33	0.000000	NE
SAOUHSC_00061	SAOUHSC_00061	in group A Streptococci this protein was found to cross react with anti myosin antibodies and may play a role in rheumatic fever	89	151	8	111	0.000000	NE
SAOUHSC_00062	SAOUHSC_00062	conserved hypothetical protein	64	103	3	41	0.000000	NE
SAOUHSC_00064	SAOUHSC_00064	conserved hypothetical protein	119	169	3	16	0.000000	NE
SAOUHSC_00065	SAOUHSC_00065	conserved hypothetical protein	42	57	3	20	0.000000	NE
SAOUHSC_00067	SAOUHSC_00067	L-lactate permease	87	148	3	24	0.000000	NE
SAOUHSC_00069	SAOUHSC_00069	protein A	55	91	4	54	0.000000	NE
SAOUHSC_00070	SAOUHSC_00070	staphylococcal accessory regulator-like protein	47	72	3	16	0.000000	NE
SAOUHSC_00071	SAOUHSC_00071	lipoprotein%2C SirC%2C putative	71	90	3	43	0.000000	NE
SAOUHSC_00072	SAOUHSC_00072	lipoprotein%2C SirB%2C putative	58	89	5	50	0.000000	NE
SAOUHSC_00074	SAOUHSC_00074	periplasmic binding protein%2C putative	41	84	5	55	0.000000	NE
SAOUHSC_00075	SAOUHSC_00075	conserved hypothetical protein	37	61	6	60	0.000000	NE
SAOUHSC_00076	SAOUHSC_00076	ornithine cyclodeaminase%2C putative	47	79	6	80	0.000000	NE
SAOUHSC_00077	SAOUHSC_00077	conserved hypothetical protein	79	151	7	74	0.000000	NE
SAOUHSC_00078	SAOUHSC_00078	conserved hypothetical protein	69	108	4	30	0.000000	NE
SAOUHSC_00079	SAOUHSC_00079	conserved hypothetical protein	86	147	7	140	0.000000	NE
SAOUHSC_00080	SAOUHSC_00080	conserved hypothetical protein	84	154	6	55	0.000000	NE
SAOUHSC_00081	SAOUHSC_00081	conserved hypothetical protein	32	57	6	95	0.000000	NE
SAOUHSC_00082	SAOUHSC_00082	conserved hypothetical protein	60	89	4	60	0.000000	NE
SAOUHSC_00083	SAOUHSC_00083	conserved hypothetical protein	38	59	2	17	0.000000	NE
SAOUHSC_00084	SAOUHSC_00084	conserved hypothetical protein	21	41	5	34	0.000000	NE
SAOUHSC_00085	SAOUHSC_00085	conserved hypothetical protein	50	69	3	13	0.000000	NE
SAOUHSC_00086	SAOUHSC_00086	3-ketoacyl-acyl carrier protein reductase%2C putative	26	48	6	93	0.000000	NE
SAOUHSC_00087	SAOUHSC_00087	conserved hypothetical protein	7	15	8	53	-1.000000	S
SAOUHSC_00088	SAOUHSC_00088	conserved hypothetical protein	68	99	3	15	0.000000	NE
SAOUHSC_00089	SAOUHSC_00089	conserved hypothetical protein	36	66	6	36	0.000000	NE
SAOUHSC_00090	SAOUHSC_00090	conserved hypothetical protein	70	110	6	43	0.000000	NE
SAOUHSC_00091	SAOUHSC_00091	conserved hypothetical protein	102	147	4	38	0.000000	NE
SAOUHSC_00092	SAOUHSC_00092	conserved hypothetical protein	111	166	6	65	0.000000	NE
SAOUHSC_00093	SAOUHSC_00093	superoxide dismutase%2C putative	28	47	4	34	0.000000	NE
SAOUHSC_00094	SAOUHSC_00094	conserved hypothetical protein	36	46	3	28	0.000000	NE
SAOUHSC_00096	SAOUHSC_00096	transcriptional regulator%2C GntR family%2C putative	43	61	3	30	0.000000	NE
SAOUHSC_00097	SAOUHSC_00097	catalyzes the reversible phosphorolysis of ribonucleosides and 2'- deoxyribonucleosides to the free base and (2'-deoxy)ribose-1- phosphate	32	49	5	78	0.000000	NE
SAOUHSC_00099	SAOUHSC_00099	conserved hypothetical protein	102	159	4	28	0.000000	NE
SAOUHSC_00100	SAOUHSC_00100	catalyzes the formation of D-glyceraldehyde 3-phosphate and acetaldehyde from 2-deoxy-D-ribose-5-phosphate	30	39	1	2	0.000000	NE
SAOUHSC_00101	SAOUHSC_00101	catalyzes the transfer of phosphate between the C1 and C5 carbons of pentose	65	107	5	23	0.000000	NE
SAOUHSC_00102	SAOUHSC_00102	phosphonates ABC transporter%2C permease protein CC0363%2C putative	54	81	5	45	0.000000	NE
SAOUHSC_00103	SAOUHSC_00103	phosphonates ABC transporter%2C permease protein CC0363%2C putative	48	79	5	45	0.000000	NE
SAOUHSC_00104	SAOUHSC_00104	amino acid ABC transporter%2C ATP-binding protein%2C putative	44	68	3	50	0.000000	NE
SAOUHSC_00105	SAOUHSC_00105	phosphonate ABC transporter%2C substrate-binding protein%2C putative	42	82	4	44	0.000000	NE
SAOUHSC_00106	SAOUHSC_00106	conserved hypothetical protein	73	112	5	56	0.000000	NE
SAOUHSC_00107	SAOUHSC_00107	conserved hypothetical protein	73	132	5	41	0.000000	NE
SAOUHSC_00108	SAOUHSC_00108	conserved hypothetical protein	15	25	3	14	0.000000	NE
SAOUHSC_00109	SAOUHSC_00109	replication initiation protein%2C putative	28	47	4	30	0.000000	NE
SAOUHSC_00111	SAOUHSC_00111	-	15	38	13	139	0.000900	NE
SAOUHSC_00113	SAOUHSC_00113	alcohol dehydrogenase%2C iron-containing%2C putative	121	203	4	85	0.000000	NE
SAOUHSC_00114	SAOUHSC_00114	capsular polysaccharide biosynthesis protein%2C putative	41	70	7	47	0.000000	NE
SAOUHSC_00115	SAOUHSC_00115	capsular polysaccharide synthesis enzyme Cap5B	46	64	2	9	0.000000	NE
